2011-05-26 01:20:18 Notice: Notice (8): Undefined index: email in [/Applications/MAMP/htdocs/gholias/views/themed/adminus/users/index.ctp, line 36]
2011-06-27 01:06:12 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:12 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:06:12 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:06:12 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:12 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:27 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:06:28 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:08:52 Notice: Notice (8): Undefined property: ThemeView::$Fck in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/paginas/admin_a_casa.ctp, line 20]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:09:21 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:09:24 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:10:16 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:11:45 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:11:55 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:12:15 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:12:39 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:13:42 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:14:01 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: album in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/parceiros/admin_index.ctp, line 45]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: album in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/parceiros/admin_index.ctp, line 48]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:24:40 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:24:43 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: album in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/parceiros/admin_index.ctp, line 45]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: album in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/parceiros/admin_index.ctp, line 48]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 01:25:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:06:23 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:21:48 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:08 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:10 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:22:46 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 114]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 115]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 118]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: thumb_w in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: thumb_h in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: old_x in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:38:03 Notice: Notice (8): Undefined variable: old_y in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:38:53 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 114]
2011-06-27 02:38:53 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 115]
2011-06-27 02:38:53 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 118]
2011-06-27 02:38:53 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:38:53 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:38:54 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:38:54 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 114]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 115]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 118]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:39:38 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 124]
2011-06-27 02:40:02 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 114]
2011-06-27 02:40:02 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 115]
2011-06-27 02:40:02 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 118]
2011-06-27 02:40:02 Notice: Notice (8): Undefined variable: maxwidth in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:40:02 Notice: Notice (8): Undefined variable: maxheight in [/Applications/MAMP/htdocs/conveniencia/app_controller.php, line 121]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:40:25 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 02:42:04 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 02:47:53 Notice: Notice (8): Undefined variable: prefs in [/Applications/MAMP/htdocs/conveniencia/views/usuarios/login.ctp, line 16]
2011-06-27 02:51:58 Notice: Notice (8): Undefined variable: prefs in [/Applications/MAMP/htdocs/conveniencia/views/usuarios/login.ctp, line 16]
2011-06-27 02:53:37 Notice: Notice (8): Undefined index: prefes in [/Applications/MAMP/htdocs/conveniencia/controllers/usuarios_controller.php, line 27]
2011-06-27 02:56:30 Notice: Notice (8): Undefined index: prefes in [/Applications/MAMP/htdocs/conveniencia/controllers/usuarios_controller.php, line 28]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:04:09 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:04:11 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 03:11:34 Notice: Notice (8): Undefined index: ativo in [/Applications/MAMP/htdocs/conveniencia/views/themed/adminus/usuarios/admin_index.ctp, line 38]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 60]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 61]
2011-06-27 03:11:34 Notice: Notice (8): Undefined variable: fotos_top in [/Applications/MAMP/htdocs/conveniencia/views/layouts/default.ctp, line 62]
